Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1AA3CT,2019.09,1638.735,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2019.12,1587.887,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2020.03,1559.372,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2020.06,1614.86,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2020.09,1728.748,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2020.12,1796.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2021.03,1837.034,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AA3CT,2021.06,1909.16,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Trend,
BDCQ.SF1AACA,2016.06,2306.12,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2016.09,2215.81,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2016.12,2445,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2017.03,2321.58,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2017.06,2475.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2017.09,2571.09,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2017.12,3062.91,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2018.03,2966.24,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2018.06,2929.48,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2018.09,2862.45,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2018.12,3341.53,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.03,3059.59,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.06,3071.57,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.09,2865.95,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.12,3188.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.03,2655.93,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.06,2553.038,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.09,3054.853,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.12,3579.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.03,3208.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.06,3641.703,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACS,2016.06,2332.432,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2016.09,2348.339,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2016.12,2277.052,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.03,2338.946,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.06,2503.928,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.09,2714.611,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.12,2852.218,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.03,3003.58,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.06,2958.24,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.09,3011.21,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.12,3113.664,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.03,3110.905,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.06,3096.874,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.09,3007.035,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.12,2970.535,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.03,2710.882,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.06,2569.818,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.09,3200.535,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.12,3333.713,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.03,3285.101,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.06,3659.258,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACT,2016.06,2312.453,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2016.09,2335.849,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2016.12,2295.443,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.03,2340.95,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.06,2508.436,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.09,2700.144,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.12,2871.525,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.03,2961.662,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.06,2980.965,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.09,3019.614,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.12,3095.407,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.03,3122.541,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.06,3082.653,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.09,3015.023,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.12,2973.892,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.09,3196.957,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.12,3297.501,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.03,3440.366,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.06,3656.773,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1BB1CA,2016.06,1119.02,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2016.09,1101.412,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2016.12,1139.459,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.03,1040.5,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.06,1150.976,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.09,1084.658,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.12,1352.84,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.03,1224.534,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.06,1105.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.09,1372.723,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.12,1230.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.03,1115.478,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.06,1210.962,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.09,1234.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.12,1276.337,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.03,1080.713,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.06,847.349,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.09,925.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.12,1085.539,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.03,1063.775,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.06,1077.447,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CS,2016.06,1119.02,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2016.09,1101.412,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2016.12,1139.459,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.03,1040.5,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.06,1150.976,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.09,1084.658,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.12,1352.84,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.03,1224.534,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.06,1105.167,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.09,1372.723,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.12,1230.969,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.03,1115.478,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.06,1210.962,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.09,1234.819,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.12,1276.337,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.03,1080.713,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.06,847.349,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.09,925.547,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.12,1085.539,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2021.03,1063.775,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2021.06,1077.447,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CT,2016.06,1116.391,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2016.09,1117.962,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2016.12,1099.874,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2017.03,1094.298,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2017.06,1085.074,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2017.09,1175.875,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2017.12,1266.02,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2018.03,1247.612,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2018.06,1186.903,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2018.09,1238.234,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2018.12,1215.797,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2019.03,1157.345,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2019.06,1183.655,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2019.09,1260.084,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2019.12,1242.986,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2020.03,1069.707,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2020.06,889.868,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2020.09,928.028,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2020.12,1050.24,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2021.03,1078.254,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BB1CT,2021.06,1070.942,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Trend,
BDCQ.SF1BBCA,2016.06,1119.02,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Mining,Current,Unadjusted,
BDCQ.SF1BBCA,2016.09,1101.412,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Mining,Current,Unadjusted,
